Character Name,Energy,Danceability,Valence,Tempo,Archetype
Character_569,0.9,0.4,0.77,115,The Charmer
Character_570,0.59,0.5,0.82,115,The Star
Character_571,0.68,0.75,0.49,85,The Hero
Character_572,0.83,0.61,0.62,93,The Mystic
Character_573,0.62,0.42,0.8,130,The Poet
Character_574,0.74,0.83,0.89,123,The Warrior
Character_575,0.87,0.83,0.83,131,The Charmer
Character_576,0.92,0.82,0.52,70,The Warrior
Character_577,0.48,0.44,0.42,118,The Hero
Character_578,0.91,0.57,0.59,94,The Rebel
Character_579,0.67,0.89,0.74,79,The Hero
Character_580,0.54,0.76,0.6,149,The Lover
Character_581,0.65,0.32,0.59,85,The Sage
Character_582,0.94,0.34,0.8,127,The Poet
Character_583,0.67,0.58,0.52,141,The Sage
Character_584,0.58,0.85,0.82,98,The Hero
Character_585,0.75,0.62,0.54,75,The Rebel
Character_586,0.53,0.6,0.5,85,The Rebel
Character_587,0.44,0.36,0.57,89,The Dreamer
Character_588,0.47,0.69,0.76,149,The Charmer
Character_589,0.47,0.79,0.38,140,The Dreamer
Character_590,0.48,0.53,0.42,147,The Poet
Character_591,0.48,0.77,0.87,112,The Poet
Character_592,0.75,0.88,0.41,95,The Poet
Character_593,0.5,0.42,0.64,147,The Warrior
Character_594,0.59,0.61,0.65,140,The Dreamer
Character_595,0.89,0.47,0.59,102,The Warrior
Character_596,0.66,0.78,0.69,95,The Sage
Character_597,0.77,0.65,0.44,114,The Charmer
Character_598,0.49,0.68,0.63,132,The Hero
Character_599,0.51,0.78,0.52,136,The Mystic
Character_600,0.42,0.54,0.7,121,The Dreamer
Character_601,0.49,0.85,0.38,137,The Mystic
Character_602,0.55,0.62,0.64,95,The Rebel
Character_603,0.5,0.39,0.41,144,The Dreamer
Character_604,0.45,0.72,0.47,71,The Sage
Character_605,0.47,0.78,0.43,83,The Dreamer
Character_606,0.65,0.49,0.41,99,The Warrior
Character_607,0.51,0.81,0.8,118,The Charmer
Character_608,0.6,0.84,0.47,81,The Hero
Character_609,0.68,0.47,0.86,113,The Star
Character_610,0.78,0.89,0.88,102,The Hero
Character_611,0.42,0.38,0.64,82,The Hero
Character_612,0.84,0.42,0.39,147,The Rebel
Character_613,0.75,0.41,0.52,95,The Sage
Character_614,0.44,0.84,0.78,90,The Mystic
Character_615,0.88,0.69,0.52,97,The Sage
Character_616,0.91,0.39,0.35,117,The Star
Character_617,0.43,0.56,0.63,109,The Rebel
Character_618,0.55,0.67,0.81,135,The Charmer
Character_619,0.84,0.35,0.78,142,The Hero
Character_620,0.81,0.83,0.41,148,The Warrior
Character_621,0.5,0.78,0.7,146,The Rebel
Character_622,0.52,0.6,0.43,92,The Poet
Character_623,0.6,0.88,0.43,150,The Dreamer
Character_624,0.67,0.55,0.82,117,The Sage
Character_625,0.74,0.89,0.45,71,The Rebel
Character_626,0.6,0.7,0.46,89,The Poet
Character_627,0.65,0.68,0.3,128,The Mystic
Character_628,0.81,0.4,0.82,115,The Star
Character_629,0.42,0.83,0.78,72,The Star
Character_630,0.54,0.56,0.68,124,The Hero
Character_631,0.79,0.4,0.75,81,The Hero
Character_632,0.89,0.31,0.39,109,The Rebel
Character_633,0.68,0.64,0.57,135,The Rebel
Character_634,0.69,0.62,0.51,147,The Charmer
Character_635,0.46,0.73,0.36,85,The Dreamer
Character_636,0.65,0.83,0.59,103,The Lover
Character_637,0.69,0.35,0.85,113,The Mystic
Character_638,0.53,0.74,0.32,75,The Hero
Character_639,0.55,0.41,0.47,146,The Lover
Character_640,0.61,0.81,0.42,133,The Lover
Character_641,0.41,0.79,0.44,91,The Dreamer
Character_642,0.58,0.62,0.85,87,The Warrior
Character_643,0.52,0.73,0.58,81,The Warrior
Character_644,0.58,0.49,0.58,121,The Hero
Character_645,0.47,0.58,0.76,120,The Poet
Character_646,0.89,0.79,0.39,140,The Dreamer
Character_647,0.73,0.58,0.59,117,The Dreamer
Character_648,0.77,0.51,0.56,88,The Sage
Character_649,0.83,0.6,0.66,75,The Lover
Character_650,0.67,0.8,0.9,96,The Sage
Character_651,0.45,0.5,0.76,122,The Lover
Character_652,0.7,0.4,0.54,117,The Warrior
Character_653,0.72,0.73,0.8,76,The Hero
Character_654,0.81,0.8,0.4,128,The Mystic
Character_655,0.64,0.36,0.32,138,The Warrior
Character_656,0.47,0.44,0.42,80,The Dreamer
Character_657,0.56,0.39,0.5,84,The Mystic
Character_658,0.6,0.51,0.61,133,The Rebel
Character_659,0.76,0.57,0.67,72,The Mystic
Character_660,0.71,0.75,0.85,138,The Mystic
Character_661,0.6,0.69,0.61,92,The Warrior
Character_662,0.94,0.67,0.6,122,The Dreamer
Character_663,0.73,0.51,0.33,106,The Mystic
Character_664,0.53,0.8,0.32,78,The Warrior
Character_665,0.46,0.58,0.63,84,The Warrior
Character_666,0.48,0.89,0.56,72,The Mystic
Character_667,0.54,0.68,0.8,139,The Lover
Character_668,0.49,0.38,0.4,86,The Dreamer
Character_669,0.5,0.71,0.31,95,The Star
Character_670,0.56,0.5,0.57,90,The Mystic
Character_671,0.5,0.71,0.44,141,The Sage
Character_672,0.89,0.34,0.33,90,The Sage
Character_673,0.44,0.4,0.73,80,The Rebel
Character_674,0.69,0.81,0.37,107,The Dreamer
Character_675,0.63,0.44,0.66,141,The Warrior
Character_676,0.94,0.8,0.47,104,The Charmer
Character_677,0.46,0.47,0.4,83,The Hero
Character_678,0.62,0.69,0.53,83,The Poet
Character_679,0.93,0.72,0.78,79,The Charmer
Character_680,0.88,0.61,0.54,81,The Dreamer
Character_681,0.85,0.48,0.75,107,The Dreamer
Character_682,0.54,0.43,0.38,103,The Mystic
Character_683,0.49,0.32,0.76,110,The Mystic
Character_684,0.77,0.48,0.44,79,The Charmer
Character_685,0.91,0.69,0.71,86,The Warrior
Character_686,0.71,0.86,0.64,86,The Rebel
Character_687,0.71,0.82,0.86,136,The Mystic
Character_688,0.55,0.76,0.53,131,The Poet
Character_689,0.82,0.77,0.34,70,The Poet
Character_690,0.5,0.7,0.31,81,The Rebel
Character_691,0.58,0.46,0.8,73,The Lover
Character_692,0.63,0.84,0.61,111,The Lover
Character_693,0.68,0.7,0.77,82,The Dreamer
Character_694,0.53,0.64,0.44,73,The Mystic
Character_695,0.46,0.37,0.51,138,The Sage
Character_696,0.74,0.57,0.32,88,The Charmer
Character_697,0.56,0.58,0.88,71,The Star
Character_698,0.72,0.82,0.7,81,The Rebel
Character_699,0.48,0.63,0.86,150,The Dreamer
Character_700,0.66,0.53,0.46,143,The Sage
Character_701,0.69,0.89,0.67,75,The Mystic
Character_702,0.43,0.37,0.71,77,The Sage
Character_703,0.59,0.55,0.49,120,The Sage
Character_704,0.47,0.33,0.81,80,The Rebel
Character_705,0.43,0.74,0.87,132,The Dreamer
Character_706,0.94,0.85,0.83,126,The Warrior
Character_707,0.58,0.47,0.74,81,The Poet
Character_708,0.85,0.82,0.47,142,The Charmer
Character_709,0.54,0.48,0.47,71,The Dreamer
Character_710,0.77,0.85,0.88,77,The Star
Character_711,0.82,0.75,0.31,80,The Sage
Character_712,0.73,0.78,0.73,122,The Warrior
Character_713,0.66,0.31,0.72,79,The Rebel
Character_714,0.63,0.88,0.67,77,The Hero
Character_715,0.59,0.74,0.89,105,The Charmer
Character_716,0.91,0.48,0.49,145,The Charmer
Character_717,0.86,0.8,0.5,83,The Poet
Character_718,0.93,0.47,0.35,123,The Hero
Character_719,0.47,0.82,0.57,90,The Mystic
Character_720,0.8,0.37,0.46,119,The Hero
Character_721,0.92,0.72,0.51,108,The Sage
Character_722,0.5,0.62,0.8,89,The Sage
Character_723,0.44,0.36,0.86,76,The Sage
Character_724,0.81,0.45,0.41,78,The Sage
Character_725,0.72,0.31,0.52,70,The Dreamer
Character_726,0.86,0.58,0.86,95,The Charmer
Character_727,0.48,0.48,0.34,107,The Hero
Character_728,0.84,0.66,0.36,107,The Charmer
Character_729,0.51,0.48,0.4,130,The Star
Character_730,0.49,0.48,0.66,113,The Hero
Character_731,0.49,0.75,0.39,113,The Dreamer
Character_732,0.85,0.33,0.88,143,The Star
Character_733,0.77,0.84,0.57,131,The Charmer
Character_734,0.69,0.81,0.6,75,The Star
Character_735,0.6,0.7,0.45,86,The Poet
Character_736,0.88,0.66,0.58,120,The Star
Character_737,0.62,0.84,0.7,107,The Hero
Character_738,0.85,0.41,0.75,93,The Sage
Character_739,0.64,0.35,0.75,120,The Sage
Character_740,0.61,0.44,0.65,79,The Mystic
Character_741,0.65,0.78,0.84,141,The Charmer
Character_742,0.57,0.32,0.79,90,The Poet
Character_743,0.81,0.65,0.75,139,The Hero
Character_744,0.68,0.9,0.33,126,The Hero
Character_745,0.53,0.81,0.3,108,The Rebel
Character_746,0.89,0.61,0.43,102,The Lover
Character_747,0.61,0.34,0.7,128,The Charmer
Character_748,0.7,0.8,0.55,87,The Hero
Character_749,0.9,0.66,0.54,125,The Warrior
Character_750,0.74,0.37,0.83,126,The Hero
Character_751,0.46,0.36,0.84,145,The Rebel
Character_752,0.92,0.85,0.85,117,The Star
Character_753,0.75,0.7,0.49,111,The Dreamer
Character_754,0.58,0.8,0.71,96,The Dreamer
Character_755,0.48,0.83,0.46,143,The Warrior
Character_756,0.84,0.64,0.41,121,The Warrior
Character_757,0.74,0.61,0.41,111,The Mystic
Character_758,0.69,0.56,0.51,101,The Dreamer
Character_759,0.89,0.49,0.56,95,The Star
Character_760,0.83,0.56,0.8,94,The Dreamer
Character_761,0.48,0.76,0.37,144,The Lover
Character_762,0.57,0.66,0.74,92,The Charmer
Character_763,0.54,0.84,0.62,126,The Dreamer
Character_764,0.81,0.57,0.47,121,The Sage
Character_765,0.42,0.66,0.6,100,The Mystic
Character_766,0.71,0.68,0.48,133,The Rebel
Character_767,0.82,0.66,0.66,140,The Warrior
Character_768,0.88,0.72,0.56,102,The Lover
Character_769,0.59,0.44,0.4,71,The Warrior
Character_770,0.85,0.61,0.37,87,The Mystic
Character_771,0.46,0.36,0.63,116,The Hero
Character_772,0.87,0.53,0.84,102,The Lover
Character_773,0.47,0.59,0.51,104,The Poet
Character_774,0.62,0.69,0.74,120,The Lover
Character_775,0.84,0.87,0.7,87,The Mystic
Character_776,0.48,0.66,0.86,141,The Rebel
Character_777,0.53,0.75,0.79,99,The Lover
Character_778,0.8,0.6,0.64,113,The Mystic
Character_779,0.8,0.68,0.69,122,The Star
Character_780,0.75,0.34,0.84,79,The Charmer
Character_781,0.78,0.45,0.54,121,The Dreamer
Character_782,0.7,0.52,0.5,118,The Star
Character_783,0.54,0.58,0.31,80,The Mystic
Character_784,0.59,0.33,0.8,135,The Sage
Character_785,0.5,0.38,0.78,127,The Hero
Character_786,0.9,0.47,0.36,105,The Dreamer
Character_787,0.72,0.88,0.65,102,The Sage
Character_788,0.62,0.5,0.58,116,The Rebel
Character_789,0.65,0.59,0.37,82,The Warrior
Character_790,0.92,0.42,0.89,109,The Poet
Character_791,0.48,0.67,0.43,137,The Dreamer
Character_792,0.72,0.47,0.34,111,The Star
Character_793,0.68,0.42,0.66,88,The Hero
Character_794,0.74,0.61,0.74,88,The Sage
Character_795,0.41,0.3,0.32,127,The Mystic
Character_796,0.88,0.3,0.7,92,The Dreamer
Character_797,0.91,0.43,0.62,123,The Warrior
Character_798,0.71,0.32,0.36,149,The Mystic
Character_799,0.78,0.36,0.4,134,The Sage
Character_800,0.91,0.5,0.64,81,The Hero
Character_801,0.79,0.78,0.48,93,The Lover
Character_802,0.48,0.64,0.86,103,The Warrior
Character_803,0.72,0.61,0.79,122,The Mystic
Character_804,0.73,0.48,0.89,77,The Warrior
Character_805,0.63,0.86,0.46,87,The Rebel
Character_806,0.81,0.54,0.88,126,The Mystic
Character_807,0.91,0.35,0.56,74,The Dreamer
Character_808,0.91,0.67,0.51,95,The Lover
Character_809,0.65,0.37,0.33,99,The Lover
Character_810,0.46,0.51,0.33,123,The Poet
Character_811,0.94,0.6,0.72,82,The Warrior
Character_812,0.86,0.82,0.57,98,The Star
Character_813,0.47,0.6,0.44,72,The Lover
Character_814,0.91,0.72,0.67,127,The Lover
Character_815,0.88,0.9,0.45,145,The Rebel
Character_816,0.69,0.38,0.65,71,The Charmer
Character_817,0.73,0.46,0.52,144,The Rebel
Character_818,0.62,0.54,0.79,97,The Rebel
Character_819,0.43,0.55,0.79,146,The Charmer
Character_820,0.58,0.55,0.59,145,The Warrior
Character_821,0.84,0.84,0.51,71,The Mystic
Character_822,0.4,0.73,0.52,76,The Hero
Character_823,0.58,0.66,0.78,95,The Star
Character_824,0.62,0.49,0.5,145,The Lover
Character_825,0.7,0.79,0.43,85,The Poet
Character_826,0.91,0.87,0.35,92,The Star
Character_827,0.59,0.79,0.58,109,The Mystic
Character_828,0.59,0.3,0.59,129,The Charmer
Character_829,0.81,0.68,0.8,142,The Star
Character_830,0.65,0.33,0.43,101,The Lover
Character_831,0.52,0.45,0.53,84,The Star
Character_832,0.65,0.34,0.79,82,The Hero
Character_833,0.48,0.66,0.79,74,The Charmer
Character_834,0.5,0.71,0.53,144,The Star
Character_835,0.67,0.37,0.58,143,The Lover
Character_836,0.63,0.53,0.48,121,The Lover
Character_837,0.9,0.57,0.86,146,The Star
Character_838,0.6,0.52,0.37,110,The Warrior
Character_839,0.72,0.37,0.86,122,The Poet
Character_840,0.75,0.55,0.71,119,The Sage
Character_841,0.41,0.75,0.62,84,The Rebel
Character_842,0.76,0.34,0.32,76,The Charmer
Character_843,0.5,0.35,0.59,109,The Sage
Character_844,0.93,0.51,0.54,97,The Mystic
Character_845,0.48,0.87,0.4,101,The Mystic
Character_846,0.63,0.7,0.69,84,The Lover
Character_847,0.45,0.71,0.88,139,The Mystic
Character_848,0.95,0.52,0.64,134,The Warrior
Character_849,0.68,0.66,0.73,73,The Poet
Character_850,0.73,0.31,0.34,80,The Mystic
Character_851,0.44,0.68,0.55,95,The Hero
Character_852,0.81,0.85,0.37,130,The Poet
Character_853,0.52,0.67,0.67,106,The Warrior
Character_854,0.89,0.82,0.86,92,The Sage
Character_855,0.51,0.73,0.7,109,The Poet
Character_856,0.5,0.37,0.35,146,The Poet
Character_857,0.42,0.84,0.51,92,The Sage
Character_858,0.66,0.34,0.63,85,The Warrior
Character_859,0.71,0.62,0.54,130,The Mystic
Character_860,0.44,0.39,0.8,137,The Lover
Character_861,0.83,0.31,0.79,149,The Charmer
Character_862,0.65,0.55,0.67,100,The Sage
Character_863,0.69,0.48,0.52,122,The Sage
Character_864,0.64,0.59,0.45,94,The Sage
Character_865,0.62,0.65,0.36,113,The Sage
Character_866,0.71,0.33,0.51,81,The Charmer
Character_867,0.49,0.37,0.55,78,The Charmer
Character_868,0.5,0.64,0.71,81,The Mystic
Character_869,0.87,0.51,0.69,138,The Star
Character_870,0.92,0.74,0.34,123,The Star
Character_871,0.61,0.69,0.54,123,The Dreamer
Character_872,0.55,0.81,0.41,97,The Sage
Character_873,0.75,0.72,0.39,125,The Sage
Character_874,0.62,0.56,0.8,138,The Poet
Character_875,0.41,0.7,0.33,146,The Star
Character_876,0.49,0.47,0.55,127,The Mystic
Character_877,0.79,0.48,0.4,147,The Lover
Character_878,0.76,0.77,0.83,144,The Dreamer
Character_879,0.41,0.57,0.63,111,The Dreamer
Character_880,0.52,0.78,0.44,107,The Mystic
Character_881,0.53,0.79,0.6,137,The Lover
Character_882,0.77,0.81,0.74,122,The Poet
Character_883,0.41,0.85,0.87,102,The Charmer
Character_884,0.46,0.56,0.43,140,The Rebel
Character_885,0.84,0.49,0.83,125,The Star
Character_886,0.5,0.65,0.86,141,The Sage
Character_887,0.76,0.52,0.85,120,The Mystic
Character_888,0.53,0.66,0.68,143,The Star
Character_889,0.45,0.72,0.68,112,The Sage
Character_890,0.53,0.71,0.54,84,The Rebel
Character_891,0.8,0.52,0.75,107,The Rebel
Character_892,0.87,0.4,0.62,84,The Charmer
Character_893,0.86,0.56,0.71,74,The Warrior
Character_894,0.62,0.39,0.56,123,The Rebel
Character_895,0.77,0.83,0.74,120,The Star
Character_896,0.51,0.51,0.79,79,The Hero
Character_897,0.56,0.39,0.39,81,The Hero
Character_898,0.89,0.32,0.8,73,The Sage
Character_899,0.41,0.69,0.62,87,The Sage
Character_900,0.45,0.68,0.81,149,The Warrior
Character_901,0.51,0.5,0.56,105,The Hero
Character_902,0.41,0.34,0.53,94,The Sage
Character_903,0.5,0.55,0.85,145,The Rebel
Character_904,0.72,0.49,0.45,105,The Sage
Character_905,0.63,0.71,0.81,136,The Dreamer
Character_906,0.89,0.66,0.59,78,The Warrior
Character_907,0.85,0.52,0.61,130,The Mystic
Character_908,0.59,0.43,0.49,122,The Lover
Character_909,0.54,0.89,0.64,87,The Poet
Character_910,0.61,0.57,0.5,112,The Lover
Character_911,0.72,0.71,0.32,104,The Lover
Character_912,0.55,0.38,0.46,132,The Charmer
Character_913,0.74,0.59,0.3,147,The Mystic
Character_914,0.63,0.32,0.89,73,The Sage
Character_915,0.7,0.6,0.88,110,The Charmer
Character_916,0.64,0.88,0.54,114,The Lover
Character_917,0.56,0.53,0.74,119,The Dreamer
Character_918,0.92,0.32,0.51,148,The Poet
Character_919,0.82,0.32,0.7,97,The Lover
Character_920,0.48,0.53,0.78,111,The Hero
Character_921,0.88,0.4,0.87,149,The Mystic
Character_922,0.67,0.31,0.54,145,The Mystic
Character_923,0.89,0.75,0.77,138,The Mystic
Character_924,0.84,0.58,0.46,70,The Warrior
Character_925,0.63,0.47,0.89,108,The Warrior
Character_926,0.41,0.84,0.32,86,The Rebel
Character_927,0.55,0.37,0.66,104,The Star
Character_928,0.7,0.87,0.7,115,The Poet
Character_929,0.75,0.49,0.71,111,The Charmer
Character_930,0.54,0.83,0.37,108,The Sage
Character_931,0.48,0.66,0.86,118,The Lover
Character_932,0.86,0.8,0.41,131,The Star
Character_933,0.94,0.89,0.67,107,The Sage
Character_934,0.69,0.47,0.43,92,The Charmer
Character_935,0.49,0.88,0.48,91,The Star
Character_936,0.55,0.53,0.63,73,The Sage
Character_937,0.41,0.53,0.55,118,The Dreamer
Character_938,0.9,0.5,0.4,128,The Warrior
Character_939,0.46,0.62,0.4,142,The Charmer
Character_940,0.72,0.39,0.55,137,The Poet
Character_941,0.55,0.63,0.75,140,The Hero
Character_942,0.7,0.63,0.84,71,The Dreamer
Character_943,0.76,0.76,0.35,118,The Warrior
Character_944,0.86,0.8,0.54,100,The Mystic
Character_945,0.51,0.56,0.36,109,The Warrior
Character_946,0.41,0.48,0.31,117,The Star
Character_947,0.48,0.46,0.7,120,The Rebel
Character_948,0.9,0.42,0.66,112,The Dreamer
Character_949,0.88,0.33,0.4,124,The Mystic
Character_950,0.73,0.51,0.44,118,The Star
Character_951,0.73,0.46,0.31,149,The Charmer
Character_952,0.77,0.88,0.8,126,The Poet
Character_953,0.5,0.63,0.88,146,The Warrior
Character_954,0.9,0.51,0.38,84,The Charmer
Character_955,0.63,0.65,0.44,96,The Mystic
Character_956,0.61,0.38,0.82,137,The Star
Character_957,0.69,0.57,0.86,149,The Rebel
Character_958,0.43,0.68,0.55,133,The Warrior
Character_959,0.49,0.59,0.33,99,The Poet
Character_960,0.81,0.54,0.32,105,The Rebel
Character_961,0.45,0.9,0.64,136,The Sage
Character_962,0.73,0.83,0.54,118,The Star
Character_963,0.53,0.67,0.32,145,The Charmer
Character_964,0.61,0.64,0.65,124,The Warrior
Character_965,0.56,0.67,0.31,125,The Warrior
Character_966,0.6,0.42,0.77,137,The Mystic
Character_967,0.8,0.54,0.48,113,The Poet
Character_968,0.56,0.32,0.32,100,The Hero
Character_969,0.71,0.59,0.65,127,The Sage
Character_970,0.66,0.63,0.54,122,The Rebel
Character_971,0.77,0.44,0.88,148,The Dreamer
Character_972,0.92,0.88,0.63,92,The Dreamer
Character_973,0.8,0.85,0.47,97,The Warrior
Character_974,0.52,0.73,0.73,85,The Mystic
Character_975,0.42,0.62,0.46,106,The Lover
Character_976,0.54,0.82,0.84,90,The Warrior
Character_977,0.73,0.38,0.52,148,The Dreamer
Character_978,0.43,0.77,0.63,86,The Dreamer
Character_979,0.67,0.37,0.33,106,The Sage
Character_980,0.73,0.78,0.56,146,The Charmer
Character_981,0.58,0.47,0.8,88,The Lover
Character_982,0.82,0.83,0.78,99,The Warrior
Character_983,0.46,0.87,0.43,114,The Sage
Character_984,0.44,0.39,0.44,87,The Mystic
Character_985,0.8,0.58,0.79,147,The Sage
Character_986,0.67,0.89,0.86,131,The Warrior
Character_987,0.78,0.59,0.36,105,The Star
Character_988,0.64,0.82,0.57,121,The Hero
Character_989,0.54,0.65,0.5,88,The Warrior
Character_990,0.85,0.53,0.82,113,The Poet
Character_991,0.84,0.47,0.35,76,The Dreamer
Character_992,0.78,0.42,0.43,113,The Lover
Character_993,0.55,0.76,0.75,137,The Lover
Character_994,0.72,0.53,0.33,103,The Charmer
Character_995,0.6,0.61,0.6,135,The Hero
Character_996,0.45,0.6,0.57,138,The Poet
Character_997,0.9,0.65,0.5,124,The Dreamer
Character_998,0.48,0.82,0.54,79,The Lover
Character_999,0.92,0.89,0.62,111,The Poet
Character_1000,0.65,0.54,0.4,110,The Sage
Character_1001,0.5,0.8,0.64,146,The Charmer
Character_1002,0.7,0.76,0.78,138,The Warrior
Character_1003,0.88,0.64,0.76,79,The Warrior
Character_1004,0.8,0.87,0.39,79,The Star
Character_1005,0.84,0.42,0.39,129,The Dreamer
Character_1006,0.76,0.37,0.46,120,The Poet
Character_1007,0.78,0.81,0.52,90,The Rebel
Character_1008,0.87,0.56,0.55,77,The Lover
Character_1009,0.54,0.81,0.71,134,The Mystic
Character_1010,0.67,0.84,0.33,147,The Mystic
Character_1011,0.52,0.34,0.32,99,The Warrior
Character_1012,0.94,0.83,0.54,118,The Rebel
Character_1013,0.92,0.57,0.72,78,The Mystic
Character_1014,0.42,0.61,0.42,86,The Hero
Character_1015,0.79,0.68,0.68,138,The Hero
Character_1016,0.91,0.86,0.46,127,The Dreamer
Character_1017,0.5,0.31,0.83,126,The Rebel
Character_1018,0.71,0.59,0.84,131,The Hero
Character_1019,0.9,0.71,0.48,121,The Hero
Character_1020,0.42,0.73,0.44,130,The Warrior
Character_1021,0.78,0.72,0.55,109,The Mystic
Character_1022,0.56,0.38,0.44,107,The Dreamer
Character_1023,0.91,0.48,0.7,112,The Poet
Character_1024,0.93,0.52,0.8,132,The Sage
Character_1025,0.92,0.78,0.7,88,The Lover
Character_1026,0.66,0.47,0.79,119,The Lover
Character_1027,0.87,0.43,0.54,102,The Charmer
Character_1028,0.86,0.87,0.39,82,The Sage
Character_1029,0.58,0.31,0.74,147,The Sage
Character_1030,0.86,0.9,0.52,131,The Lover
Character_1031,0.42,0.71,0.7,112,The Lover
Character_1032,0.73,0.8,0.46,118,The Poet
Character_1033,0.53,0.48,0.35,105,The Rebel
Character_1034,0.47,0.31,0.9,79,The Rebel
Character_1035,0.44,0.74,0.39,75,The Poet
Character_1036,0.78,0.8,0.89,126,The Mystic
Character_1037,0.59,0.74,0.89,70,The Sage
Character_1038,0.8,0.39,0.78,140,The Star
Character_1039,0.44,0.75,0.7,127,The Sage
Character_1040,0.57,0.76,0.65,90,The Charmer
Character_1041,0.7,0.7,0.82,149,The Lover
Character_1042,0.83,0.76,0.47,125,The Sage
Character_1043,0.58,0.81,0.58,89,The Lover
Character_1044,0.74,0.67,0.67,123,The Sage
Character_1045,0.89,0.35,0.55,94,The Charmer
Character_1046,0.74,0.59,0.56,97,The Mystic
Character_1047,0.53,0.35,0.5,74,The Star
Character_1048,0.41,0.54,0.64,90,The Hero
Character_1049,0.88,0.54,0.81,87,The Poet
Character_1050,0.41,0.34,0.42,116,The Poet
Character_1051,0.88,0.51,0.86,139,The Star
Character_1052,0.69,0.37,0.71,126,The Sage
Character_1053,0.92,0.78,0.79,88,The Hero
Character_1054,0.84,0.87,0.63,134,The Charmer
Character_1055,0.95,0.34,0.77,72,The Rebel
Character_1056,0.59,0.87,0.31,111,The Sage
Character_1057,0.82,0.61,0.79,90,The Mystic
Character_1058,0.62,0.48,0.32,109,The Lover
Character_1059,0.66,0.35,0.83,136,The Dreamer
Character_1060,0.75,0.6,0.9,94,The Sage
Character_1061,0.88,0.78,0.48,124,The Dreamer
Character_1062,0.94,0.72,0.43,121,The Sage
Character_1063,0.82,0.33,0.76,113,The Star
Character_1064,0.63,0.34,0.45,125,The Dreamer
Character_1065,0.63,0.54,0.82,124,The Sage
Character_1066,0.81,0.48,0.36,139,The Poet
Character_1067,0.53,0.44,0.38,146,The Dreamer
Character_1068,0.46,0.47,0.89,142,The Sage
Character_1069,0.6,0.78,0.7,150,The Rebel
Character_1070,0.56,0.86,0.81,135,The Lover
Character_1071,0.56,0.54,0.49,88,The Rebel
Character_1072,0.53,0.84,0.71,76,The Hero
Character_1073,0.42,0.49,0.66,132,The Sage
Character_1074,0.41,0.59,0.66,111,The Warrior
Character_1075,0.94,0.44,0.71,111,The Mystic
Character_1076,0.64,0.68,0.65,128,The Rebel
Character_1077,0.61,0.89,0.56,89,The Dreamer
Character_1078,0.77,0.66,0.47,142,The Star
Character_1079,0.52,0.51,0.76,86,The Mystic
Character_1080,0.92,0.69,0.44,96,The Warrior
Character_1081,0.83,0.37,0.72,116,The Charmer
Character_1082,0.45,0.83,0.44,71,The Sage
Character_1083,0.63,0.6,0.68,132,The Star
Character_1084,0.88,0.57,0.75,131,The Sage
Character_1085,0.92,0.65,0.43,88,The Hero
Character_1086,0.66,0.67,0.34,86,The Warrior
Character_1087,0.74,0.34,0.38,138,The Sage
Character_1088,0.49,0.71,0.66,108,The Dreamer
Character_1089,0.95,0.45,0.81,140,The Hero
Character_1090,0.53,0.73,0.33,150,The Poet
Character_1091,0.92,0.79,0.74,108,The Charmer
Character_1092,0.76,0.78,0.5,105,The Warrior
Character_1093,0.73,0.63,0.59,109,The Lover
Character_1094,0.68,0.61,0.86,114,The Star
Character_1095,0.53,0.39,0.5,73,The Rebel
Character_1096,0.5,0.77,0.58,94,The Sage
Character_1097,0.52,0.46,0.31,138,The Star
Character_1098,0.5,0.6,0.35,99,The Star
Character_1099,0.83,0.47,0.46,145,The Lover
Character_1100,0.59,0.38,0.32,137,The Lover
Character_1101,0.43,0.68,0.68,98,The Hero
Character_1102,0.93,0.33,0.56,142,The Warrior
Character_1103,0.89,0.75,0.63,137,The Dreamer
Character_1104,0.91,0.49,0.4,120,The Charmer
Character_1105,0.95,0.3,0.48,93,The Lover
Character_1106,0.5,0.61,0.7,83,The Lover
Character_1107,0.62,0.33,0.88,138,The Rebel
Character_1108,0.82,0.47,0.33,87,The Poet
Character_1109,0.78,0.72,0.83,111,The Lover
Character_1110,0.48,0.34,0.65,126,The Poet
Character_1111,0.85,0.8,0.64,81,The Hero
Character_1112,0.52,0.3,0.6,86,The Dreamer
Character_1113,0.52,0.45,0.34,99,The Star
Character_1114,0.7,0.74,0.35,144,The Lover
Character_1115,0.73,0.49,0.66,92,The Sage
Character_1116,0.72,0.36,0.5,150,The Poet
Character_1117,0.45,0.52,0.85,70,The Rebel
Character_1118,0.88,0.46,0.54,148,The Charmer
Character_1119,0.55,0.81,0.39,101,The Rebel
Character_1120,0.47,0.49,0.73,78,The Lover
Character_1121,0.89,0.77,0.48,84,The Warrior
Character_1122,0.93,0.84,0.62,97,The Star
Character_1123,0.87,0.56,0.72,93,The Dreamer
Character_1124,0.85,0.85,0.84,129,The Sage
Character_1125,0.76,0.53,0.78,104,The Warrior
Character_1126,0.7,0.88,0.71,96,The Rebel
Character_1127,0.45,0.35,0.71,145,The Poet
Character_1128,0.62,0.71,0.87,89,The Poet
Character_1129,0.6,0.6,0.48,134,The Warrior
Character_1130,0.54,0.53,0.3,118,The Poet
Character_1131,0.8,0.68,0.46,70,The Rebel
Character_1132,0.67,0.72,0.43,79,The Warrior
